140284	161972	1.0
38070	73636	0.9545454545454546
204012	66947	1.0
394074	53194	0.8888888888888888
132978	77920	1.0
119018	173466	1.0
44938	63785	1.0
136522	172700	1.0
120838	59965	0.8181818181818181
102263	112028	1.0
128746	24799	1.0
293167	67243	1.0
45851	78071	0.9375
25724	67234	1.0
303469	58210	1.0
107440	84612	1.0
304166	395423	1.0
140678	152552	1.0
130775	186079	0.92
27208	89204	1.0
180162	91283	0.7142857142857143
101340	121261	1.0
150085	53449	1.0
70173	88991	0.9444444444444444
411969	66512	0.9473684210526316
163418	243538	1.0
25754	30951	0.7692307692307692
152531	22353	0.6
222855	302609	1.0
121628	253043	0.95
200765	276009	1.0
236891	291706	0.8333333333333334
21657	31163	1.0
105332	48773	1.0
353833	44671	0.75
102554	76559	1.0
56117	76273	1.0
134655	80979	0.9473684210526316
162881	63072	1.0
145340	78098	1.0
355747	40633	1.0
146708	208675	1.0
37425	92160	0.9411764705882353
113365	55884	0.8888888888888888
201010	229451	1.0
272838	32918	0.7777777777777778
108864	13445	0.8666666666666667
30914	98705	1.0
12716	258166	1.0
28148	60254	1.0
166484	240900	1.0
266943	48153	0.9333333333333333
84770	94496	0.9473684210526316
165865	263512	1.0
262759	44071	0.96
127628	35988	0.9090909090909091
105682	28964	0.8
201192	56103	0.8461538461538461
311445	364763	0.8235294117647058
32204	46877	0.9444444444444444
115026	188705	1.0
42609	47102	1.0
202761	256064	0.8333333333333334
18148	337078	1.0
118442	380080	0.6153846153846154
193426	195199	0.9166666666666666
160625	271438	0.9047619047619048
271265	294135	1.0
182242	243424	1.0
181745	227912	1.0
149182	392871	0.9375
159058	51936	0.9411764705882353
135117	266039	1.0
297973	32844	1.0
153906	82102	0.9230769230769231
15194	183570	0.7142857142857143
105389	48227	1.0
21706	30651	1.0
118146	363564	1.0
132261	80118	0.9375
291850	47102	1.0
266782	94087	1.0
306822	308948	1.0
234547	69063	1.0
309652	79944	0.9
13285	278	0.9411764705882353
284353	44440	0.9285714285714286
101937	12716	0.9375
111734	24041	0.9411764705882353
176509	98065	1.0
62058	65340	0.8333333333333334
284319	294140	1.0
135070	52023	0.9
175021	260454	1.0
113817	22164	1.0
385428	392522	1.0
229473	48359	1.0
101104	74273	0.9166666666666666
103215	53164	0.7272727272727273
385428	392530	1.0
302915	51312	0.9259259259259259
37819	57228	1.0
333744	45991	1.0
128208	71911	1.0
23038	60119	1.0
30812	428004	1.0
120628	263009	0.95
253100	91365	1.0
215911	44294	1.0
148632	155400	0.8571428571428572
77266	89132	1.0
142288	91666	0.875
29008	90975	0.95
322380	87534	0.8666666666666667
4313	76513	0.7142857142857143
265536	82023	1.0
32489	44087	1.0
168666	242285	1.0
244744	40091	1.0
145064	40452	0.875
270396	28383	0.9
33016	46262	0.9444444444444444
166973	22190	1.0
267808	279253	1.0
136923	238282	1.0
145411	269119	0.8
39417	45629	0.9411764705882353
37403	65768	1.0
206583	424532	1.0
351684	81211	0.875
173245	228812	0.9230769230769231
284953	79944	0.8571428571428572
151038	37336	0.9166666666666666
138090	140604	1.0
128256	29679	1.0
138090	140606	1.0
217863	8591	0.8823529411764706
133105	138228	0.9444444444444444
17615	57011	0.6666666666666667
204012	234433	1.0
107440	123694	1.0
29455	304982	0.9473684210526316
207827	228284	1.0
14535	289160	1.0
105217	145921	0.9166666666666666
356964	406528	1.0
16377	254347	1.0
119244	71273	0.7916666666666666
238094	294395	1.0
155186	90674	1.0
113457	54911	1.0
139357	33999	0.33333333333333337
171094	93274	0.85
154201	161844	1.0
160798	188811	0.8235294117647058
186432	94420	1.0
25625	81968	0.9285714285714286
336752	34099	1.0
111502	117796	1.0
26036	77854	1.0
108262	76470	0.8421052631578947
103403	34087	1.0
117959	229381	1.0
121583	3256	1.0
273953	67781	0.9444444444444444
128901	156204	1.0
48241	97496	0.4545454545454546
66859	97634	0.9565217391304348
176608	34493	1.0
183637	44392	1.0
63785	65208	1.0
27195	66258	0.9411764705882353
111174	18947	1.0
129312	251840	0.7777777777777778
62480	77018	1.0
124213	60560	0.9285714285714286
169728	224964	1.0
149199	15033	1.0
101036	28396	1.0
183250	197943	1.0
211807	233099	1.0
31901	34059	0.8461538461538461
129281	61192	1.0
120106	90826	1.0
42562	87479	1.0
143685	185255	0.9
191510	39917	0.8888888888888888
147305	252928	1.0
234905	65457	1.0
281839	30366	1.0
232556	59732	0.8461538461538461
259413	28758	1.0
17917	221240	1.0
276233	283727	1.0
39396	60435	0.8125
120517	16705	0.8571428571428572
26516	9004	0.9444444444444444
121423	79944	0.8333333333333334
181274	253188	0.9
145366	22113	1.0
288307	445697	0.9393939393939394
123403	53228	1.0
309659	79944	0.9166666666666666
20373	56320	0.9090909090909091
333277	3709	1.0
175635	180912	0.9333333333333333
148403	53594	1.0
106627	283551	1.0
294646	312390	1.0
126137	30519	1.0
106896	51060	0.9285714285714286
208041	38243	1.0
185014	67178	0.8571428571428572
236517	316045	1.0
211008	309439	0.9375
117892	26516	0.9047619047619048
66064	72242	0.9444444444444444
366501	69063	1.0
335784	88939	0.9375
170171	48762	0.95
38298	69004	1.0
174370	33649	1.0
26555	35813	0.9375
163596	167613	1.0
25502	99570	1.0
133273	65162	1.0
138447	38632	1.0
138735	234741	0.9545454545454546
115755	86970	1.0
184466	221240	0.8181818181818181
